no	smiles	active_g10	active_g20	active_g40	active_g60	active_g80	active_g100	N_matches	atom_match_count	c1ccccc1CNCC	c1ccccc1Cc1ccccc1	c1ccccc1CN2CCCCC2	CCNCc1ccccc1	Cc1ccccc1	Oc1ccccc1	c1ccccc1C(F)(F)F	CCOc1ccccc1	c1ccccc1CCNC	COc1ccccc1	n1ccccc1C	NCCc1ccccc1	c1cc(C)ccc1C	n1ccccc1	CCc1ccccc1
A2401	c1ccc(C(F)(F)F)cc1-c(c2)nc(C#N)nc2CCCNC3(CC3)C(=O)N	1	1	1	1	1	1	2.0	"[2. 2. 2. 2. 2. 1. 1. 1. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2402	CC\C(c1ccccc1)=C(/c2ccccc2)c3ccc(OCC[N+](C)C)cc3	1	1	1	1	1	1	6.0	"[0. 1. 2. 2. 2. 2. 2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 4. 4. 4. 4. 3. 2. 1. 0.
 0. 0. 4. 4.]"	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A2403	Cc1ccc(cn1)c1nnc(n1C)CCCCN1CC2[C@@](C1)(C2)c1ccc(cc1)C(F)(F)F	1	1	1	1	1	1	8.0	"[1. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 5. 2. 0. 6.
 6. 6. 6. 6. 6. 2. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
A2404	CC1CCN(CC1)CCN1CCN(C1=O)c1cccc(c1)Cl	1	1	1	1	1	1	0.0	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2405	Cc1ncoc1c1nnc(n1C)SCCCN1CC[C@@H]2[C@](CC1)(C2)c1ccc(cc1)C(F)(F)F	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 3. 0. 0. 0.
 4. 4. 4. 4. 4. 4. 2. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
A2406	Clc1cc(Cl)cc(c1)N1CCN(C1=O)CCN1Cc2c(C1)cccc2	1	1	1	1	1	1	3.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 3. 3. 1. 3. 3. 3.
 3.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2407	Clc1cccc(c1)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1ocnc1C	1	1	1	1	1	1	4.0	"[0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A2408	Clc1cccc(c1)N1CCN(C1=O)CCN(Cc1cc2c(s1)cccc2)C	1	1	1	1	1	1	0.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2409	Clc1cccc(c1)N1CCN(C1=O)CCN1C2CCCC1CC2	1	1	1	1	1	1	0.0	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2410	CN(CC12CCC(C2(C)C)CC1)CCN1CCN(C1=O)c1cccc(c1)C	1	1	1	1	1	1	1.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.
 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2411	Cn1c(CCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1ccc(c(c1)F)F	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 5. 2. 0. 6. 6. 6. 6. 6. 6. 2. 1. 1. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A2412	Cn1c(SCCCN2C[C@@H]3[C@](C2)(C3)c2ccccc2)nnc1c1ocnc1C	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 4. 2. 0. 4. 4. 4. 4. 4. 4. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A2413	Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccccc2C(F)(F)F)nnc1c1ccncc1	1	1	1	1	1	1	3.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 1.
 1. 0. 0. 0. 1. 1. 1. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A2414	COc1cccc(c1)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1ocnc1C	1	1	1	1	1	1	6.0	"[1. 2. 6. 6. 6. 6. 6. 6. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A2415	Fc1cccc(c1)C1(CCN2[C@@H]3CC[C@@H]2C[C@@H](C3)n2c(C)nc3c2cccc3)CCN(CC1)C(=O)C(C)(C)C	1	1	1	1	1	1	2.0	"[0. 2. 2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2416	Fc1cccc(c1N1CCC2C1CN(C2)CCCSc1nnc(n1C)c1nccnc1)C(F)(F)F	1	1	1	1	1	1	2.0	"[0. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 2. 1. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2417	O=C1N(CCN1c1cccc(c1)OC(F)(F)F)CCN1CCN(CC1)C(C)C	1	1	1	1	1	1	2.0	"[0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2418	N#CC1(CCN(CC1)CCc1ccccc1)CNC(=O)c1cc(n(n1)c1ccccc1)CC(C)C	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 1. 2. 0. 0. 3. 4. 4. 4. 4. 4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A2419	N#CC1(CCN(CC1)CCc1ccccc1)CNC(=O)c1cc(OC)cc(c1)OC	1	1	1	1	1	1	8.0	"[0. 0. 2. 0. 1. 2. 0. 0. 3. 4. 4. 4. 4. 4. 4. 4. 2. 2. 2. 0. 4. 4. 4. 2.
 1. 4. 4. 4. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A2420	O=C(c1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2)N(Cc1ccccc1)C	1	1	1	1	1	1	9.0	"[0. 4. 5. 4. 4. 5. 4. 4. 3. 1. 2. 0. 0. 0. 0. 0. 3. 5. 5. 5. 5. 5. 5. 2.
 2. 2. 1. 1. 1. 1. 1. 0.]"	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
A2421	C(COc1ccc2c(c1)CNC2)CCN1CCN(CC1)c1cccc2c1cccc2	1	1	1	1	1	1	4.0	"[1. 2. 3. 4. 4. 4. 4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2422	COc1cccc2c1nc(N)n1c2nc(n1)CN1CCN(C[C@H]1C)c1ccc(cc1)F	1	1	1	1	1	1	2.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2423	O=C(C1CCN(CC1)Cc1ccn(c1)c1ccc(cc1)C(F)(F)F)NCc1ccc(cc1Cl)O	1	1	1	1	1	1	5.0	"[0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 1. 1.
 2. 2. 3. 3. 3. 3. 3. 3. 0. 1.]"	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2424	O=C(C1CCN(CC1)Cc1ccn(c1)c1ccc(cc1)C(F)(F)F)NCc1ccc(cc1O)Cl	1	1	1	1	1	1	5.0	"[0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 1. 1.
 2. 2. 3. 3. 3. 3. 3. 3. 1. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2425	CCN1CC2C(C1)CC(C2)N(C(=O)c1ncn(c1)C)Cc1ccc(c(c1)C(F)(F)F)F	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 3. 4. 4. 4. 4.
 4. 4. 1. 1. 1. 1. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2426	ONC(=O)C=Cc1ccc(cc1)CNCCc1c([nH]c2c1cccc2)c1ccccn1	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 2. 4. 4. 4. 4. 4. 4. 3. 2. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 2. 2. 2. 2. 2. 2.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
A2427	Fc1ccc(c(c1)F)CCN1CCC(CC1)(F)S(=O)(=O)c1cccc(c1)F	1	1	1	1	1	1	4.0	"[0. 4. 4. 4. 4. 4. 4. 0. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A2428	N#Cc1ccc2c(c1)N(CC(CN(C)C)C)c1c(S2=O)cccc1	1	1	1	1	1	1	1.0	[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2429	[NH2+]([C@@H](CC(c1ccccc1)c1ccccc1)C)C(C)(C)C	1	1	1	1	1	1	3.0	[0. 0. 1. 3. 3. 3. 3. 3. 3. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.]	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2430	CCc1ccc2c(c1)nc(nc2N1CCNCC1)N	1	1	1	1	1	1	2.0	[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2431	NCC[C@@H]1Cc2ccccc2[C@@H](C1)c1ccc(c(c1)Cl)Cl	1	1	1	1	1	1	3.0	[0. 0. 0. 1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0.]	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2433	[H][C@@]3(c1ccccc1)C=C(c2cc(F)ccc2F)CN3C(=O)[C@@H](N)C(C)(C)C	1	1	1	1	1	1	6.0	"[4. 4. 4. 4. 4. 4. 4. 1. 4. 2. 2. 2. 0. 2. 2. 2. 0. 4. 4. 1. 0. 0. 0. 0.
 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A2434	[H][N@+]([H])([H])C(C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)N2CCCC2)c4ccc(c3ccc(F)cc3)cc4	1	1	1	1	1	1	5.0	"[1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 5. 1. 0. 1. 1. 0. 0. 0. 5. 5. 5. 5. 1. 0.
 0. 0. 0. 0. 0. 5. 5.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A2435	C[C@H]([C@H](O)c2ccc1NC(=O)CCc1c2)N5CCC(O)(c4cccc(COc3ccccc3)c4)CC5	1	1	1	1	1	1	7.0	"[0. 3. 4. 0. 4. 4. 4. 4. 0. 0. 0. 0. 0. 4. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0.
 1. 2. 3. 3. 3. 3. 3. 3. 3. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A2436	c12c([C@@H]([C@@H]3[N@@]4C[C@H](C=C)[C@@H](C3)CC4)O)ccnc1ccc(c2)OC	1	1	1	1	1	1	3.0	[3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 3. 2. 2. 2. 2. 2. 1.]	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
A2437	c1cc(F)cc(c12)[nH]c(-c3cscc3)c2[C@H]4[C@H](F)CCNC4	1	1	1	1	1	1	0.0	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2438	C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4c(c(no4)C)C(=O)OCC	1	1	1	1	1	1	6.0	"[0. 0. 0. 1. 0. 2. 3. 4. 4. 4. 4. 4. 6. 6. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
A2439	C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4c(C)nc(s4)-c5cnccc5	1	1	1	1	1	1	6.0	"[0. 0. 0. 1. 0. 2. 3. 4. 4. 4. 4. 4. 6. 6. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
A2440	C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4c(Cl)n(C)nc4-c5ccccc5	1	1	1	1	1	1	6.0	"[0. 0. 0. 1. 0. 2. 3. 4. 4. 4. 4. 4. 6. 6. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
A2441	c1ccc2c(c1)CC(CO2)CN1CCC2(CC1)CCc1c2cccc1	1	1	1	1	1	1	5.0	"[5. 5. 5. 5. 5. 5. 2. 2. 2. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A2442	c1cccc(F)c1S(=O)(=O)c(cn2)ccc2/C=C/c(c(c3)C#N)ccc3F	1	1	1	1	1	1	3.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 1.
 1. 1. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A2443	c1ccccc1Cn(cc2Cl)c(c23)ncnc3OC4CCN(CC4)Cc5cscn5	1	1	1	1	1	1	1.0	"[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2444	CC(=O)N[C@H](c1ccccc1)CCN1[C@@H]2CC[C@@H]1C[C@@H](C2)n1c(C)nc2c1cccc2	1	1	1	1	1	1	4.0	"[2. 2. 0. 2. 4. 4. 4. 4. 4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2445	CC1Nc2cc(ccc2C(=O)N)n2c(CCCN3C1CCCC3)c(c1c2CC(C)(C)CC1=O)C	1	1	1	1	1	1	1.0	"[0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2446	CCN1CCN(CC1)c1cc2[nH]c(nc2cc1Cl)S[C@]1(C)CC[C@@H](CC1)NC(=O)OC	1	1	1	1	1	1	0.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2447	Clc1ccccc1C1CCN(CC1)C[C@@H]1CCc2c([C@H](C1)O)nccc2	1	1	1	1	1	1	4.0	"[0. 2. 2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 1. 0. 0. 2. 2.
 2. 2.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
A2448	Clc1cnc(nc1)N1CCC(CC1)C1CC1COc1ccc(c(c1)F)C(=O)NC1CC1	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3. 6. 6. 6. 6. 6. 6.
 0. 3. 0. 2. 2. 2. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2449	CN(CCc1sc2c(c1C(c1cccnc1Cl)C)cccc2)C	1	1	1	1	1	1	1.0	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A2450	COc1ccc(cc1)Cn1c(nc2c1cccc2)[C@H]1CNCCS1	1	1	1	1	1	1	3.0	[1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2451	COc1cccc(c1)CN1CCC(CC1)(C#N)CNC(=O)c1cc(OC)cc(c1)OC	1	1	1	1	1	1	6.0	"[1. 2. 6. 6. 6. 6. 6. 6. 4. 3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2452	COc1ncc(cn1)c1ccc2c(c1)ccc(c2)CCN1CCC[C@H]1C	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 4. 4. 1. 3. 3. 3. 3. 3. 3. 2. 1. 0. 0.
 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A2453	Fc1ccc(cc1)c1nc2n(c1Nc1ccc(cc1)C)CCN(C2)C(=O)C(N)(C)C	1	1	1	1	1	1	1.0	"[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2454	Fc1ccc2c(c1)nc(s2)CN1CCC(CC1)N(C(=O)Cc1ccc(cc1)n1cnnn1)C	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 3. 0. 4. 4. 4. 4.
 4. 4. 4. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
A2455	Fc1ccccc1Cn(cc2)c(c23)ncnc3OC4CCN(CC4)Cc5cscn5	1	1	1	1	1	1	1.0	"[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2456	N#CC1(CCN(CC1)Cc1cccc(c1)OC)CNC(=O)c1nn(c(c1)CC(C)C)c1ccccc1	1	1	1	1	1	1	6.0	"[0. 0. 1. 3. 3. 3. 1. 1. 4. 6. 6. 6. 6. 6. 6. 2. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2457	N#Cc1cccc(c1)[C@]1(O)CCC(CC1)N1CC(C1)NC(=O)CNC(=O)c1cccc(c1)C(F)(F)F	1	1	1	1	1	1	5.0	"[0. 1. 2. 2. 2. 2. 2. 2. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 2. 2.
 2. 0. 3. 3. 3. 3. 3. 3. 1. 1. 1. 1.]"	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2458	NC(=O)c1cccc(c1)OC1CC2CCC(C1)N2Cc1ccncc1	1	1	1	1	1	1	5.0	"[0. 1. 0. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.
 1.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
A2459	NC(=O)C1CCN(CC1)Cc1ccc(cc1)Oc1nc2c(s1)cccc2	1	1	1	1	1	1	6.0	"[0. 0. 0. 1. 3. 3. 3. 1. 1. 4. 6. 6. 6. 6. 6. 6. 2. 1. 0. 0. 0. 0. 0. 0.
 0. 0.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2460	NC(=O)c1cncc(c1)O[C@@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1	1	1	1	1	1	1	5.0	"[0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 2. 2. 0. 1. 2. 1. 3. 4. 4. 4. 4. 4. 4.
 4.]"	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A2461	O[C@@H]4c3ccc(OCc1ccccc1c2ccccc2)cc3CC[C@H]4CCN6CCC(c5ccccc5)CC6	1	1	1	1	1	1	5.0	"[0. 1. 5. 5. 5. 5. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 5. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A2462	O=C(C1CC1)Nc1cccc(c1)N1CCN(CC1)CCCCNS(=O)(=O)CC1CCCCC1	1	1	1	1	1	1	0.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
